Sender Reputation,Email Subject,Email Body,Attachment Type,Links in Email,Email Header Info,Time of Arrival,Email Recipients,Spam/Phishing Indicators,Metadata Creation Date,Metadata Modification Date,Email Length,Number of Attachments,Time Since Last Email,Frequency of Email,Subjectivity Score,Number of Recipients,Time of Day,Label
0.8088610414845226,important notice,password reset,.exe,1,0.5500403565976113,0.6884447856185325,5,0,2024-02-06 18:20:01.911801,2024-02-16 18:20:01.911801,590,2,10,9,0.5524085972369137,1,evening,1
0.06933787584772144,account update,details attached,.doc,1,0.5370369329593105,0.48615634586198886,1,0,2023-12-14 07:27:08.397359,2024-05-07 07:27:08.397359,90,1,7,7,0.5974349845477976,2,evening,0
0.8563885960446093,important notice,immediate action needed,.js,0,0.029357139377447217,0.015155973435361125,1,0,2023-09-21 15:05:05.785070,2024-02-02 15:05:05.785070,677,3,7,9,0.7451817786493311,4,morning,1
0.4082269439311227,subscription update,welcome,.doc,1,0.6836168336852896,0.34454587910544643,8,0,2024-03-05 12:24:21.205791,2024-07-14 12:24:21.205791,148,3,16,3,0.311129691823415,2,afternoon,0
0.194718912953329,invoice,newsletter,.png,1,0.41754662633286177,0.5220577645298369,5,0,2023-12-22 01:37:30.922474,2024-09-24 01:37:30.922474,498,4,9,9,0.9680520197233844,9,morning,0
0.9574465454721092,password reset,click here,.exe,1,0.19785818491065454,0.2512168277640472,8,0,2024-02-23 10:01:08.853554,2024-12-19 10:01:08.853554,192,2,2,9,0.7310506360842726,2,morning,1
0.5911392604573402,feedback request,survey response required,.txt,0,0.5085500741064419,0.018438403254410818,5,0,2023-05-14 00:18:11.465598,2023-11-05 00:18:11.465598,111,4,1,5,0.3049125442387437,9,morning,0
0.8525598051347295,account suspension,password reset,.exe,0,0.515468688133783,0.3418093089970172,2,0,2023-12-07 18:28:27.007784,2024-01-28 18:28:27.007784,377,4,24,6,0.5989872668494279,2,evening,1
0.5276967830769028,account locked,unauthorized access,.dll,1,0.7303409361169799,0.8013792841987001,8,0,2023-05-28 02:14:23.098989,2024-01-24 02:14:23.098989,58,4,12,8,0.8957371554995973,2,afternoon,1
0.1743520684813178,click here,payment verification required,.dll,1,0.7423345692848163,0.2522064508009164,6,0,2023-05-27 19:41:37.724671,2024-01-24 19:41:37.724671,769,4,22,5,0.6808370534586838,5,evening,1
0.8538098135272507,account update,welcome,.png,1,0.2598289849642125,0.8918314250729646,5,0,2023-04-25 22:14:34.475196,2023-11-23 22:14:34.475196,524,0,19,8,0.77429869803909,7,morning,0
0.40592017736425035,security alert,immediate action needed,.zip,0,0.43445113664829804,0.5679308325231822,3,0,2023-09-22 04:23:27.777033,2024-02-24 04:23:27.777033,746,2,7,9,0.7617985163491345,9,afternoon,1
0.10558257419033101,account suspension,action required,.exe,1,0.6310586781916663,0.6034943381699217,1,0,2023-08-10 09:58:03.459481,2023-11-01 09:58:03.459481,147,3,1,5,0.18608538699088362,2,afternoon,1
0.21610417542347982,meeting,announcement,.pdf,0,0.7486550224588009,0.009229494057266585,1,0,2023-07-23 02:48:02.878845,2023-11-07 02:48:02.878845,651,0,19,9,0.25260332842283806,8,afternoon,0
0.7481933214421045,urgent,payment verification required,.exe,1,0.2929093805293095,0.06317432826271274,3,0,2023-08-11 00:20:08.110553,2023-10-07 00:20:08.110553,321,2,26,3,0.1118795866703216,6,afternoon,1
0.12731394112921246,password reset,your account has been compromised,.exe,1,0.6312477097909319,0.4618074973363727,5,0,2023-08-24 19:25:22.644204,2024-08-09 19:25:22.644204,253,1,23,5,0.4674384796247306,7,afternoon,1
0.6194739247776689,attached file,please find attached,.jpg,1,0.9219333864546827,0.8036644307233346,9,0,2023-12-13 21:13:58.096159,2023-12-19 21:13:58.096159,905,2,1,7,0.033764964508708806,5,afternoon,0
0.28769028726533963,password reset,important notice,.exe,1,0.4713197377665438,0.10348282007647402,1,0,2024-02-20 07:28:21.952624,2024-12-10 07:28:21.952624,188,3,2,8,0.21629505314360764,2,morning,1
0.4201846412553877,password reset,confirm your identity,.zip,0,0.27958984866767855,0.038755255560782964,1,0,2024-02-29 00:20:15.464363,2025-01-12 00:20:15.464363,652,4,9,1,0.5249952780356331,1,afternoon,1
0.4465413565026479,immediate action needed,password reset,.zip,1,0.6540571807102489,0.8331499999556004,4,0,2023-06-15 23:02:56.848727,2023-08-05 23:02:56.848727,329,3,26,6,0.005779828053685043,7,evening,1
0.6046528177080602,account suspension,your account has been compromised,.dll,1,0.35337426096017777,0.5960155635987735,9,0,2023-07-17 09:41:12.182620,2024-07-07 09:41:12.182620,455,2,19,5,0.19041057383737936,4,morning,1
0.7170939645761051,thank you,thank you,.jpg,1,0.9871446254158067,0.9369478678175034,4,0,2024-03-26 03:57:51.215993,2025-01-20 03:57:51.215993,631,0,2,1,0.8224993982980237,6,evening,0
0.45953117029229074,suspicious activity detected,immediate action needed,.zip,1,0.3806492419821821,0.1576932181513815,7,0,2024-04-06 10:07:06.950104,2025-01-29 10:07:06.950104,245,0,23,4,0.44053923329280986,2,morning,1
0.7655130563565727,payment verification required,unauthorized access,.zip,1,0.08716647589552395,0.8663012038302256,5,0,2023-07-14 15:59:14.882279,2024-02-15 15:59:14.882279,603,4,1,7,0.9147169353291426,8,evening,1
0.7209760633088256,delivery confirmation,subscription update,.jpg,0,0.8112742551836748,0.6697093515865765,6,0,2023-12-08 07:54:02.147010,2024-08-15 07:54:02.147010,671,2,7,5,0.8353921017072011,8,evening,0
0.9684469793288932,feedback requested,survey response required,.doc,0,0.8508915973868364,0.09205890795817895,9,0,2023-12-08 18:13:58.286859,2024-10-15 18:13:58.286859,164,2,6,6,0.03058513071695046,7,morning,0
0.46545174929074096,delivery confirmation,newsletter,.txt,1,0.1066757474926896,0.7063235671280644,8,0,2023-11-15 06:05:08.530386,2024-01-18 06:05:08.530386,291,3,3,5,0.513765950559434,9,evening,0
0.41456299746854797,immediate action needed,urgent,.js,0,0.0828041951323325,0.2436612343334299,5,0,2023-10-09 09:14:51.353835,2024-01-14 09:14:51.353835,416,1,1,9,0.5354137259772203,7,afternoon,1
0.6893487376435898,delivery confirmation,thank you,.pdf,1,0.727764697422689,0.9160464383140282,8,0,2023-10-26 05:19:43.924796,2023-12-30 05:19:43.924796,119,3,9,1,0.02363797663619993,7,morning,0
0.9400682833547258,urgent,action required,.dll,0,0.8071158399631514,0.6690920876985659,2,0,2023-07-06 11:17:10.755586,2023-08-19 11:17:10.755586,147,2,3,5,0.5358303047430443,4,morning,1
0.9445717691518507,welcome,account update,.jpg,0,0.8963583261511017,0.934106966278932,7,0,2024-01-04 11:30:53.000325,2024-08-16 11:30:53.000325,711,1,13,6,0.7161532078939643,4,morning,0
0.8134343102629389,invitation,feedback requested,.txt,0,0.5959688105368948,0.3495525823761344,4,0,2023-11-23 23:15:11.198838,2024-11-16 23:15:11.198838,379,0,6,6,0.050495362757047135,8,morning,0
0.0052169474463581444,payment verification required,password reset,.js,1,0.1886472122154892,0.2983747553878151,1,0,2023-11-10 20:50:08.454561,2024-01-05 20:50:08.454561,401,3,4,2,0.20233868252220866,1,afternoon,1
0.5701424801547418,thank you,feedback request,.jpg,1,0.3771899147152452,0.3815240613646733,9,0,2024-03-29 03:53:51.151655,2024-05-24 03:53:51.151655,903,1,5,1,0.11583786937281981,9,afternoon,0
0.17319044355629565,thank you,newsletter,.jpg,1,0.029030904208179886,0.17974740465089623,4,0,2023-11-08 01:58:18.015646,2024-02-21 01:58:18.015646,597,3,23,7,0.4845332122160029,1,evening,0
0.9205523901074456,payment verification required,password reset,.dll,0,0.2439297947539767,0.33701612441621076,3,0,2024-03-02 19:56:10.518473,2024-05-24 19:56:10.518473,73,0,8,1,0.6312383037252103,5,morning,1
0.22645982210632132,confirmation,newsletter,.doc,1,0.36410078124295464,0.4269413769261897,3,0,2024-03-11 17:02:28.146779,2024-09-06 17:02:28.146779,166,4,27,8,0.7868280658313367,3,afternoon,0
0.9101834473687255,account locked,confirm your identity,.exe,0,0.9377487585673528,0.662701987902343,7,0,2023-11-16 03:22:04.985331,2023-12-16 03:22:04.985331,116,1,9,6,0.2904927520951367,6,evening,1
0.7054603567195761,urgent,immediate action needed,.zip,1,0.5518059125117899,0.9591297161043405,5,0,2023-08-31 16:50:28.448750,2023-12-20 16:50:28.448750,66,0,16,1,0.4159842109514601,4,morning,1
0.7577411714312192,password reset,security alert,.dll,0,0.07413382538861302,0.8896104118341147,6,0,2023-05-22 00:15:39.385177,2024-04-26 00:15:39.385177,513,0,13,4,0.8426401251602976,8,evening,1
0.08918376407969864,important notice,account locked,.dll,0,0.9112792575849028,0.6473526708250775,3,0,2023-07-17 04:23:39.871009,2023-08-12 04:23:39.871009,722,3,29,7,0.7799115924572498,3,morning,1
0.4151417021520648,attached file,feedback request,.doc,0,0.16982612543607734,0.10642494596496499,9,0,2023-06-03 11:57:36.198805,2024-04-27 11:57:36.198805,959,2,1,7,0.5668831606193896,8,evening,0
