Sender Reputation,Email Subject,Email Body,Attachment Type,Links in Email,Email Header Info,Time of Arrival,Email Recipients,Spam/Phishing Indicators,Metadata Creation Date,Metadata Modification Date,Email Length,Number of Attachments,Time Since Last Email,Frequency of Email,Subjectivity Score,Number of Recipients,Time of Day,Label
0.8572375589519453,thank you,details attached,.jpg,1,0.6640232084068052,0.3538018992228671,5,0,2023-11-06 08:15:54.184876,2023-12-17 08:15:54.184876,949,0,27,8,0.07418697191597501,2,morning,0
0.38116803738695304,payment verification required,important notice,.js,0,0.7479706586485357,0.9668767152805566,3,0,2023-08-26 22:57:34.465217,2024-06-09 22:57:34.465217,708,4,21,6,0.16933396008241064,9,evening,1
0.21695822276815024,attached file,feedback request,.png,0,0.6577710720129685,0.8195988798858512,5,0,2023-07-07 23:56:28.474340,2024-05-16 23:56:28.474340,927,4,7,4,0.14539414763567737,3,afternoon,0
0.08827997552043221,please find attached,details attached,.pdf,1,0.20646887739298003,0.2823128888519313,8,0,2023-12-12 23:54:45.283437,2024-08-20 23:54:45.283437,312,1,26,7,0.3492080375186746,7,afternoon,0
0.5859445804776076,action required,password reset,.zip,0,0.67310999619271,0.1972287952250027,6,0,2024-03-22 14:32:04.247627,2024-05-31 14:32:04.247627,453,2,16,6,0.636277320424508,7,afternoon,1
0.3779840773733574,invitation,please find attached,.png,0,0.691382429823421,0.11212093859083905,4,0,2023-11-14 08:24:40.865881,2024-10-21 08:24:40.865881,210,0,10,7,0.3183021459585488,9,afternoon,0
0.02641872037358861,account suspension,action required,.js,0,0.4794360937828437,0.7577282510934822,4,0,2024-03-15 09:32:15.946113,2024-08-12 09:32:15.946113,379,0,26,3,0.725409037115311,4,afternoon,1
0.017806481666956864,password reset,payment verification required,.dll,1,0.4316811697761148,0.29773304033173265,2,0,2023-06-23 14:48:48.425136,2024-01-28 14:48:48.425136,346,3,23,1,0.36242398186528224,6,evening,1
0.687475066861459,click here,suspicious activity detected,.dll,0,0.3829803543984578,0.5210971864298911,2,0,2024-02-12 11:38:52.347877,2024-10-06 11:38:52.347877,839,2,12,1,0.9048893528604068,6,afternoon,1
0.9509228594379197,suspicious activity detected,important notice,.exe,1,0.4788323656885406,0.2014953011738172,8,0,2023-12-22 10:21:42.743551,2024-10-23 10:21:42.743551,304,3,27,9,0.7355149916881747,7,morning,1
0.8916404990847075,please find attached,meeting,.png,0,0.34078653325888986,0.49901326564571347,7,0,2023-08-10 10:20:02.821126,2024-03-25 10:20:02.821126,785,2,19,9,0.12480583629852937,1,evening,0
0.08432135804364249,meeting,feedback requested,.png,0,0.8707998217478247,0.6185591907743331,6,0,2023-08-06 18:41:23.369752,2023-09-04 18:41:23.369752,676,3,23,6,0.17060491141197687,2,afternoon,0
0.7511916264735439,confirm your identity,account suspension,.zip,1,0.8025020272676737,0.5896550828918948,6,0,2023-10-01 13:21:29.716384,2024-09-22 13:21:29.716384,87,2,28,9,0.9423532464187867,6,evening,1
0.3359880362445896,report,thank you,.pdf,1,0.35556036811167857,0.981496848953428,9,0,2023-09-09 21:39:49.624724,2024-03-25 21:39:49.624724,125,3,9,4,0.9215262827288555,7,morning,0
0.008448273171437037,details attached,attached file,.png,1,0.1988451925778113,0.2371763570628932,3,0,2024-01-08 11:16:06.228761,2024-03-13 11:16:06.228761,456,1,3,9,0.45209821110836523,5,afternoon,0
0.8455516884181224,thank you,thank you,.png,0,0.5111703669506522,0.7546948498495756,5,0,2023-08-10 11:43:41.566458,2023-12-04 11:43:41.566458,168,2,3,8,0.6635854177870976,9,morning,0
0.5666778896146543,invoice,meeting,.png,1,0.8103913338022766,0.3016822180393065,6,0,2023-04-24 14:12:20.560276,2023-05-22 14:12:20.560276,758,2,26,2,0.6131020467319022,7,evening,0
0.8946709801692719,account update,invitation,.doc,0,0.7980533682012751,0.18589442605222217,6,0,2023-09-30 05:42:24.308277,2024-03-15 05:42:24.308277,674,4,14,3,0.7967944508682252,6,evening,0
0.26473849937718497,confirm your identity,payment verification required,.js,1,0.062487469805588614,0.7745282644024716,9,0,2023-06-17 18:12:52.983075,2024-02-18 18:12:52.983075,577,0,12,2,0.8861045893593359,4,afternoon,1
0.4293324770832696,invitation,thank you,.jpg,1,0.48619053115742494,0.05185218834751182,2,0,2024-03-28 04:13:49.568626,2024-12-08 04:13:49.568626,502,0,2,7,0.38228373735288246,2,afternoon,0
0.13351019260979413,payment verification required,click here,.exe,0,0.1388320770789202,0.7335490233927214,1,0,2023-12-20 05:20:56.932738,2024-09-25 05:20:56.932738,226,3,7,1,0.7576591806038614,4,afternoon,1
0.645704471282077,important notice,immediate action needed,.zip,0,0.9375891873038712,0.9428515727045256,6,0,2024-02-07 23:57:35.920544,2025-01-22 23:57:35.920544,191,4,11,9,0.20904852771366278,3,morning,1
0.1366594895840102,invitation,survey response required,.jpg,1,0.2492988692641237,0.6294195146901693,8,0,2023-08-02 15:12:58.466483,2023-10-29 15:12:58.466483,697,4,3,4,0.43372091617971364,8,afternoon,0
0.2297304363995728,thank you,thank you,.pdf,0,0.538558564363612,0.34083755832317986,3,0,2024-02-28 11:42:28.567042,2024-07-25 11:42:28.567042,717,3,4,3,0.3549241984813948,3,evening,0
0.684961053481725,confirmation,welcome,.pdf,1,0.5374245203309781,0.912627650208778,4,0,2023-08-12 00:55:27.710785,2024-01-12 00:55:27.710785,54,4,23,6,0.9413063088811605,4,morning,0
0.1352665682029468,thank you,attached file,.pdf,0,0.8862041168014891,0.20083171020864032,1,0,2024-03-02 04:34:49.206805,2024-08-29 04:34:49.206805,307,3,5,2,0.046274677410880094,1,morning,0
0.2923614331534431,newsletter,report,.jpg,1,0.7351084377851013,0.5011418485528208,8,0,2023-10-20 18:56:25.284052,2024-10-12 18:56:25.284052,367,2,21,5,0.48157928273931383,9,evening,0
0.1836360978182653,immediate action needed,suspicious activity detected,.exe,1,0.4683980801958547,0.9081456462293455,9,0,2024-02-23 05:32:11.447011,2024-12-19 05:32:11.447011,487,0,22,6,0.7636979694693983,1,morning,1
0.4947299333102302,suspicious activity detected,verify your account,.zip,1,0.31674143003643784,0.8388675845001593,3,0,2023-08-22 00:08:13.010522,2024-07-03 00:08:13.010522,980,2,17,1,0.39825860753689424,6,morning,1
0.3622312843896388,security alert,account suspension,.dll,0,0.14910539970855052,0.36915933852710514,7,0,2024-03-29 14:25:45.226569,2024-05-16 14:25:45.226569,236,3,1,9,0.21700074363591015,1,morning,1
0.18908380381650858,details attached,feedback request,.txt,1,0.07936240166233843,0.6949643194676756,3,0,2023-06-15 16:31:46.750619,2023-10-30 16:31:46.750619,468,0,15,5,0.05566679701095223,1,evening,0
0.8752665641469192,delivery confirmation,details attached,.jpg,1,0.5856445653053725,0.545717482796829,8,0,2023-10-16 00:47:26.232049,2024-08-03 00:47:26.232049,238,3,5,1,0.5681320454133162,4,evening,0
0.12937489986280837,security alert,password reset,.js,1,0.849260046298491,0.53212981688902,6,0,2023-12-29 22:27:03.621378,2024-05-28 22:27:03.621378,365,0,23,4,0.25850426336169696,5,morning,1
0.24170899933304713,announcement,invoice,.pdf,1,0.6185801484112314,0.40553506609477796,7,0,2023-06-23 15:05:54.095420,2024-01-15 15:05:54.095420,509,4,20,9,0.4311097064126267,5,morning,0
0.48366965354042546,subscription update,newsletter,.doc,1,0.1052393567088854,0.36190943182056723,8,0,2023-06-14 14:44:39.957236,2024-03-29 14:44:39.957236,932,4,24,3,0.0007757591640876749,2,morning,0
0.694872940253706,unauthorized access,suspicious activity detected,.exe,0,0.4920500028780236,0.5879945377360398,9,0,2023-05-29 00:24:17.946891,2023-10-29 00:24:17.946891,70,3,12,4,0.35292848118841735,8,afternoon,1
0.406743601520797,important notice,confirm your identity,.exe,1,0.726820332491531,0.5818394084609548,3,0,2023-08-06 02:18:59.863050,2023-11-12 02:18:59.863050,254,2,19,7,0.115596180548726,5,afternoon,1
0.7444940120696519,survey response required,feedback requested,.pdf,1,0.537054589008236,0.15558394850994428,4,0,2023-05-26 18:01:33.505385,2024-03-19 18:01:33.505385,948,2,21,4,0.16625634299730607,1,morning,0
0.7286953011597516,click here,click here,.js,1,0.6748326511414158,0.7789885019199649,7,0,2024-02-28 09:41:29.029587,2024-05-02 09:41:29.029587,318,4,11,6,0.29625574054652926,2,evening,1
0.6132184332576223,account update,delivery confirmation,.txt,0,0.3102354764057276,0.8252248009702923,8,0,2023-12-03 08:22:37.542989,2024-03-03 08:22:37.542989,320,1,4,2,0.9151264070421441,8,afternoon,0
0.22069030991282867,thank you,details attached,.pdf,0,0.8930220479547992,0.8495275189218083,4,0,2024-02-04 23:21:46.569442,2024-07-01 23:21:46.569442,246,0,20,1,0.6929340870816677,9,evening,0
0.9174084325514849,account locked,urgent,.js,0,0.12300930993147285,0.9380195350994486,3,0,2023-05-31 13:50:26.782425,2023-08-27 13:50:26.782425,550,4,10,4,0.39822166168254025,1,morning,1
0.46739352300344683,feedback requested,invoice,.txt,0,0.975327688267324,0.48839908425420053,7,0,2023-11-09 22:46:23.271349,2023-11-26 22:46:23.271349,745,3,12,4,0.6093718475753933,2,morning,0
0.612173385780279,confirm your identity,payment verification required,.js,1,0.7310732206801399,0.3693813908522483,2,0,2023-05-26 08:16:55.950474,2023-09-21 08:16:55.950474,478,2,3,7,0.8824003894793959,8,afternoon,1
0.2507263462722418,suspicious activity detected,click here,.js,0,0.9028521068469821,0.3180546362587434,9,0,2023-09-27 14:22:37.984805,2024-03-21 14:22:37.984805,531,4,29,2,0.8161638138481603,5,evening,1
0.2939146502656447,confirmation,invoice,.pdf,0,0.86707413687986,0.9057806935986492,3,0,2023-06-14 07:58:35.313298,2023-08-19 07:58:35.313298,117,3,23,1,0.49819789240957935,7,evening,0
0.8152616440044482,your account has been compromised,payment verification required,.exe,0,0.3734221399331944,0.33070633184616904,1,0,2023-07-18 05:07:50.644262,2023-10-04 05:07:50.644262,424,0,28,3,0.4096346106360652,1,evening,1
0.6943484042322317,announcement,attached file,.doc,0,0.8267499917078387,0.4860501965014752,9,0,2023-04-27 23:51:15.828840,2024-03-15 23:51:15.828840,591,4,25,5,0.017936255914216215,9,evening,0
0.12530445336571827,invoice,subscription update,.doc,0,0.4394994422288834,0.8073646189755379,6,0,2024-03-11 12:03:55.097679,2025-02-09 12:03:55.097679,423,3,17,3,0.6868754815703342,1,morning,0
0.7564160759668151,announcement,survey response required,.pdf,0,0.579588975602155,0.990094231350231,9,0,2023-09-20 10:48:40.353017,2023-12-16 10:48:40.353017,83,0,3,4,0.4113159308440547,1,afternoon,0
0.6672379659643318,delivery confirmation,invoice,.doc,1,0.1064186338894213,0.5985474551087389,6,0,2023-12-10 00:24:57.327268,2024-06-25 00:24:57.327268,109,1,5,5,0.31469492312474145,9,morning,0
0.8817636416147909,details attached,confirmation,.txt,1,0.22161035012826513,0.17812154041325634,2,0,2024-02-14 11:55:38.744359,2024-05-12 11:55:38.744359,288,0,16,4,0.4056573895766099,1,morning,0
0.017403787992949726,feedback request,welcome,.jpg,1,0.7681947452487828,0.9253700884339076,4,0,2023-10-09 17:53:21.892690,2024-02-29 17:53:21.892690,238,4,2,4,0.1982366437914439,6,evening,0
0.9903145017903122,newsletter,confirmation,.txt,0,0.9136117939495887,0.9557997745207999,8,0,2024-02-06 16:06:54.795238,2024-12-10 16:06:54.795238,730,0,8,4,0.07148103439953868,5,evening,0
0.5137997594182295,click here,urgent,.js,1,0.3563767738489143,0.993771004607481,5,0,2023-08-17 06:12:59.377159,2024-05-08 06:12:59.377159,521,2,6,3,0.5643919498033971,6,evening,1
0.10615413315175504,payment verification required,confirm your identity,.dll,0,0.47970077390737165,0.2762762551233131,9,0,2023-05-06 09:44:43.978189,2023-06-10 09:44:43.978189,612,1,12,1,0.848840657667933,1,afternoon,1
0.2632890217292646,announcement,meeting,.png,0,0.6469745579938041,0.6568123034326319,3,0,2023-11-26 18:11:04.500308,2024-11-13 18:11:04.500308,139,1,7,1,0.07014269763119052,6,morning,0
0.970551810866958,invoice,newsletter,.jpg,1,0.4056367038960361,0.13995890717615356,4,0,2023-08-03 19:13:40.016957,2024-02-19 19:13:40.016957,463,1,28,8,0.8209120831442538,2,evening,0
0.26613935967782554,subscription update,please find attached,.doc,0,0.6376018596138511,0.2907923643906245,5,0,2024-02-27 22:52:25.539830,2024-07-09 22:52:25.539830,358,1,22,4,0.86474953739399,2,morning,0
0.6401585394720926,payment verification required,verify your account,.js,1,0.143061585581029,0.46848740133195854,8,0,2023-09-09 12:51:01.869767,2024-05-10 12:51:01.869767,176,1,29,6,0.10921492926889387,7,afternoon,1
0.19000715802048684,password reset,account locked,.zip,0,0.7283886977326893,0.8206750094257235,8,0,2023-10-04 23:13:57.634706,2024-08-12 23:13:57.634706,221,4,4,2,0.2638584992983405,4,evening,1
0.8874982843570419,invitation,report,.pdf,1,0.7695053108198249,0.8834274158891076,6,0,2024-01-10 07:27:45.916551,2024-01-12 07:27:45.916551,770,2,5,5,0.797528085440463,4,morning,0
0.7117886754846332,immediate action needed,immediate action needed,.dll,0,0.5029011861589492,0.7465117001870116,4,0,2023-06-22 16:40:26.337185,2023-09-15 16:40:26.337185,242,4,18,1,0.5311801400373655,1,morning,1
0.7276195232039359,feedback requested,invoice,.png,1,0.6886593293859673,0.44904066598164527,1,0,2023-07-02 21:59:35.381051,2024-05-17 21:59:35.381051,958,2,3,1,0.504904862981426,3,morning,0
0.6504139866640447,newsletter,attached file,.png,1,0.21547252222377844,0.5891322582306846,9,0,2023-06-18 01:49:46.639742,2023-11-12 01:49:46.639742,298,0,5,5,0.30131626390072774,3,morning,0
0.6932785543280073,payment verification required,payment verification required,.exe,1,0.08404797400904618,0.9695735945641298,6,0,2023-09-30 13:30:11.024383,2024-05-03 13:30:11.024383,976,4,13,9,0.8110761604585492,8,afternoon,1
0.6855791617790138,invoice,please find attached,.doc,0,0.16154065444040921,0.7579980567524178,5,0,2023-11-13 09:47:54.454110,2024-08-23 09:47:54.454110,677,3,22,2,0.8573811599532576,5,morning,0
0.37667543213240795,your account has been compromised,important notice,.js,1,0.45655410525143036,0.7106595204258745,5,0,2023-10-13 09:42:32.230162,2024-02-09 09:42:32.230162,767,4,29,6,0.4363474159052275,6,morning,1
0.826178561403473,delivery confirmation,newsletter,.txt,0,0.7190998110072482,0.9751368289633667,7,0,2023-09-16 23:00:31.971814,2024-06-03 23:00:31.971814,786,0,18,7,0.37948010144809696,7,afternoon,0
0.2572323689042373,urgent,password reset,.exe,0,0.848502564987389,0.5701552154930276,4,0,2023-05-30 04:00:07.523246,2024-04-07 04:00:07.523246,505,2,26,6,0.10242754222452433,4,afternoon,1
0.4805395282572298,attached file,confirmation,.jpg,1,0.6121497875216132,0.5234833553305602,9,0,2024-03-12 19:32:13.235796,2024-12-01 19:32:13.235796,834,0,23,9,0.9983693723330663,7,morning,0
0.5821162002735831,attached file,thank you,.txt,0,0.3406608147678578,0.31919565251666193,1,0,2023-08-27 17:07:41.396814,2023-10-15 17:07:41.396814,717,0,1,2,0.47921630566292306,3,evening,0
0.9819182487612388,important notice,action required,.exe,1,0.25964128903816497,0.11606081758325382,2,0,2024-01-17 19:51:50.132494,2024-09-11 19:51:50.132494,157,0,24,8,0.803039178250647,8,evening,1
0.15270929492711627,feedback requested,feedback request,.pdf,1,0.24065663955577388,0.35127825891792797,9,0,2024-02-06 11:03:06.829559,2024-04-03 11:03:06.829559,188,4,3,2,0.19862155907788315,7,afternoon,0
0.8004362214071173,suspicious activity detected,important notice,.exe,1,0.3756313172586101,0.516084304948254,2,0,2024-03-28 17:02:50.074947,2024-08-07 17:02:50.074947,345,0,14,1,0.6169380889920416,1,morning,1
0.30543269962622466,newsletter,newsletter,.png,1,0.32905441149112535,0.2140231867612904,9,0,2024-03-30 10:18:34.790571,2025-02-04 10:18:34.790571,140,4,6,5,0.10456615065817065,8,morning,0
0.2212349285464893,thank you,invoice,.png,0,0.2453470861981385,0.8038689783834007,6,0,2023-10-14 09:36:26.896493,2023-10-19 09:36:26.896493,713,2,27,5,0.013428970916095961,1,afternoon,0
0.13765735505347676,suspicious activity detected,payment verification required,.dll,1,0.7493588933543099,0.2000963376307724,8,0,2023-11-18 18:25:42.920768,2024-11-10 18:25:42.920768,295,2,29,6,0.8051993434947922,6,morning,1
0.23216189199285897,security alert,unauthorized access,.exe,1,0.5667569421084507,0.08220447212350113,1,0,2023-08-08 09:06:30.921313,2023-11-08 09:06:30.921313,325,2,2,6,0.7770958731390462,8,evening,1
0.9491235537243221,survey response required,survey response required,.png,0,0.5425516887323646,0.5014614082575087,9,0,2023-07-03 19:49:34.597856,2023-09-16 19:49:34.597856,280,4,4,9,0.3523133255732861,8,afternoon,0
0.3897872378923609,password reset,your account has been compromised,.exe,0,0.8382578261172098,0.6692483181620019,5,0,2023-10-01 18:35:54.632638,2024-01-01 18:35:54.632638,305,1,5,5,0.9613627663422417,7,morning,1
0.3286902081431149,please find attached,account update,.jpg,1,0.3324122815957469,0.2261898315945462,1,0,2024-03-04 12:39:15.709609,2024-03-25 12:39:15.709609,411,3,21,8,0.9516660555039922,3,afternoon,0
0.4994389847172729,report,subscription update,.jpg,0,0.1635378665274949,0.6475279969611678,8,0,2023-05-18 06:48:51.262545,2024-02-23 06:48:51.262545,74,4,6,5,0.47001059430435577,4,afternoon,0
0.7893157563591391,account suspension,action required,.dll,0,0.0990631182375471,0.4986665927027546,9,0,2023-08-02 19:42:21.494016,2023-11-20 19:42:21.494016,736,1,27,8,0.5312955030378614,7,morning,1
0.8703819979878832,suspicious activity detected,urgent,.dll,0,0.04142629960046973,0.8979063827461332,8,0,2023-08-11 22:10:34.465769,2024-02-07 22:10:34.465769,288,1,6,2,0.6071214214549429,3,afternoon,1
0.3486866905012844,survey response required,newsletter,.jpg,0,0.7123416381077198,0.8345784850976037,6,0,2024-02-04 00:06:17.579689,2024-06-18 00:06:17.579689,832,3,22,2,0.8693817908003356,8,morning,0
0.47179070322200467,confirmation,meeting,.png,0,0.678643633541739,0.022205509120896805,2,0,2023-12-19 08:01:16.933316,2024-05-12 08:01:16.933316,286,3,18,4,0.8507195254811009,8,morning,0
0.23968465277203965,thank you,survey response required,.doc,0,0.9433065113000783,0.6456636813406197,5,0,2023-09-22 06:33:58.288072,2024-07-24 06:33:58.288072,151,1,18,5,0.31353274125306096,2,afternoon,0
0.36969140558263924,confirm your identity,account locked,.exe,0,0.05798548467729636,0.9250699999213274,3,0,2023-08-24 12:04:53.984971,2024-06-17 12:04:53.984971,835,4,23,6,0.9177909791874109,2,morning,1
0.9119412361721146,verify your account,urgent,.zip,0,0.5572621755215194,0.44402567743568533,6,0,2023-07-18 18:14:30.070769,2024-03-05 18:14:30.070769,155,4,25,1,0.5649673437514813,6,morning,1
0.4473368392809077,your account has been compromised,urgent,.exe,0,0.20070308229361855,0.9995328297877036,5,0,2023-05-27 04:45:37.010579,2023-11-22 04:45:37.010579,824,1,12,9,0.331388588732937,7,morning,1
0.2566802629061621,your account has been compromised,click here,.js,1,0.14168094916340712,0.9116282505203375,9,0,2023-05-31 16:58:45.905598,2024-05-19 16:58:45.905598,666,2,16,9,0.7946750848538753,4,afternoon,1
0.20594850980476775,please find attached,confirmation,.pdf,0,0.9753484395675963,0.9107205459676432,5,0,2023-09-22 09:18:38.162292,2024-09-15 09:18:38.162292,868,0,11,4,0.029671973588614287,6,evening,0
0.5101788401560587,click here,account locked,.dll,1,0.005053035722995425,0.920409946346405,7,0,2023-05-10 01:56:01.420340,2024-01-23 01:56:01.420340,411,3,8,3,0.7271209647490318,6,evening,1
0.9083785586483,important notice,unauthorized access,.dll,0,0.035290190528802334,0.027150352749267248,7,0,2023-09-02 11:08:08.911599,2024-05-04 11:08:08.911599,452,1,5,9,0.28787299646487297,1,afternoon,1
0.8186777033616611,immediate action needed,suspicious activity detected,.exe,1,0.148118654520079,0.9374404849700243,9,0,2024-03-16 01:54:44.265125,2024-07-30 01:54:44.265125,848,3,10,2,0.023004590038086747,7,evening,1
0.30204258952597485,feedback requested,welcome,.pdf,0,0.2369925020805248,0.7177485917026599,1,0,2023-04-30 16:40:29.522647,2024-01-17 16:40:29.522647,216,1,15,7,0.7908415572825899,4,afternoon,0
0.5951010185330654,invitation,survey response required,.jpg,0,0.38202112059382043,0.3478228269613708,5,0,2023-07-17 20:28:38.952689,2023-08-07 20:28:38.952689,534,3,10,5,0.8084475706079185,8,morning,0
0.1438242912913078,details attached,thank you,.jpg,1,0.1988517692113052,0.5363117471182989,2,0,2024-01-15 01:37:53.790653,2024-03-14 01:37:53.790653,866,1,15,1,0.5659221030966469,7,morning,0
0.905273102743294,attached file,subscription update,.doc,0,0.3869191819817459,0.6689510387188465,7,0,2023-11-24 00:21:55.758715,2024-11-22 00:21:55.758715,682,1,10,7,0.7001222286443868,3,evening,0
0.46075634974254975,please find attached,invoice,.txt,0,0.9595897241692494,0.37374405818970313,2,0,2024-03-16 14:09:36.169669,2024-08-17 14:09:36.169669,171,3,2,8,0.8453375058140646,9,evening,0
0.04161987466249073,important notice,immediate action needed,.js,1,0.9821130361591197,0.6122301716462234,4,0,2023-07-03 00:22:48.803645,2023-12-22 00:22:48.803645,949,3,25,6,0.7643613247522131,2,afternoon,1
0.9913741102456829,please find attached,meeting,.jpg,1,0.747400783835937,0.09452579151551466,5,0,2024-04-15 20:19:58.373020,2024-10-27 20:19:58.373020,847,2,16,2,0.675657731077724,6,morning,0
0.7340083748313951,suspicious activity detected,account suspension,.zip,1,0.778477019329875,0.8597986449331968,7,0,2023-11-29 23:17:15.405361,2024-10-15 23:17:15.405361,998,3,8,1,0.26570069384927586,6,afternoon,1
